## Execution counts

<details>
<summary> execution counts for all instructions </summary>

|Name | Count | Self | Cumulative | Miss ratio | 
| POP_JUMP_IF_TRUE | 36,552,120 | 15.1% |
| POP_JUMP_IF_FALSE | 14,395,668 | 5.9% |
| COMPARE_OP | 380 | 0.0% |
| EXTENDED_ARG | 195 | 0.0% |


</details>

### LOAD_ATTR_PROPERTY

<details>
<summary> Successors and predecessors for LOAD_ATTR_PROPERTY </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST | 31,093,713 | 82.6% |
| ENTER_EXECUTOR | 2,772,862 | 7.4% |
| RETURN_VALUE | 2,575,473 | 6.8% |
| LOAD_ATTR_INSTANCE_VALUE | 530,200 | 1.4% |
| BINARY_SUBSCR | 398,520 | 1.1% |

|Successors | Count | Percentage | 
|---|---:|---:|
| RESUME_CHECK | 33,267,107 | 88.4% |
| TO_BOOL_NONE | 3,109,980 | 8.3% |
| LOAD_ATTR_WITH_HINT | 399,360 | 1.1% |
| LOAD_FAST | 358,800 | 1.0% |
| COPY_FREE_VARS | 252,480 | 0.7% |


</details>

### LOAD_ATTR_SLOT

<details>
<summary> Successors and predecessors for LOAD_ATTR_SLOT </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST | 1,366,293,591 | 93.5% |
| COPY | 33,287,992 | 2.3% |
| ENTER_EXECUTOR | 24,744,664 | 1.7% |
| LOAD_ATTR_SLOT | 21,178,455 | 1.4% |
| LOAD_DEREF | 6,989,160 | 0.5% |

|Successors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST | 409,875,870 | 28.0% |
| TO_BOOL_NONE | 206,690,427 | 14.1% |
| COMPARE_OP_FLOAT | 191,414,793 | 13.1% |
| LOAD_ATTR_METHOD_WITH_VALUES | 125,601,591 | 8.6% |
| TO_BOOL_BOOL | 78,433,258 | 5.4% |


</details>

### LOAD_SUPER_ATTR_METHOD

<details>
<summary> Successors and predecessors for LOAD_SUPER_ATTR_METHOD </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST | 72,721,170 | 100.0% |
| LOAD_DEREF | 9,080 | 0.0% |
| LOAD_SUPER_ATTR | 3,700 | 0.0% |

|Successors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST | 35,938,587 | 49.4% |
| LOAD_FAST_LOAD_FAST | 22,063,782 | 30.3% |
| CALL_PY_EXACT_ARGS | 13,524,948 | 18.6% |
| CALL | 1,197,280 | 1.6% |
| LOAD_CONST | 9,293 | 0.0% |


</details>

### STORE_ATTR_SLOT

<details>
<summary> Successors and predecessors for STORE_ATTR_SLOT </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST_LOAD_FAST | 546,016,810 | 52.7% |
| LOAD_FAST | 455,474,805 | 44.0% |
| SWAP | 33,287,992 | 3.2% |
| STORE_ATTR_SLOT | 402,874 | 0.0% |
| ENTER_EXECUTOR | 208,920 | 0.0% |

|Successors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST_LOAD_FAST | 329,245,704 | 31.8% |
| LOAD_FAST | 234,048,023 | 22.6% |
| LOAD_CONST | 231,598,736 | 22.4% |
| RETURN_CONST | 226,448,753 | 21.9% |
| STORE_FAST | 6,187,680 | 0.6% |


</details>

### TO_BOOL_LIST

<details>
<summary> Successors and predecessors for TO_BOOL_LIST </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST | 51,831,431 | 49.4% |
| LOAD_ATTR_INSTANCE_VALUE | 50,403,741 | 48.0% |
| LOAD_ATTR_NONDESCRIPTOR_WITH_VALUES | 1,712,180 | 1.6% |
| BINARY_SUBSCR_DICT | 423,540 | 0.4% |
| RETURN_VALUE | 298,160 | 0.3% |

|Successors | Count | Percentage | 
|---|---:|---:|
| POP_JUMP_IF_FALSE | 74,858,500 | 71.3% |
| POP_JUMP_IF_TRUE | 28,903,492 | 27.5% |
| UNARY_NOT | 747,000 | 0.7% |
| EXTENDED_ARG | 465,900 | 0.4% |
| TO_BOOL | 19,920 | 0.0% |


</details>

### UNPACK_SEQUENCE_TUPLE

<details>
<summary> Successors and predecessors for UNPACK_SEQUENCE_TUPLE </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| RETURN_VALUE | 205,269,821 | 48.0% |
| LOAD_FAST | 190,530,640 | 44.5% |
| YIELD_VALUE | 24,809,500 | 5.8% |
| BINARY_SUBSCR_DICT | 4,912,800 | 1.1% |
| FOR_ITER_LIST | 1,212,120 | 0.3% |

|Successors | Count | Percentage | 
|---|---:|---:|
| STORE_FAST_STORE_FAST | 228,274,821 | 53.3% |
| STORE_FAST | 199,132,696 | 46.5% |
| LOAD_FAST | 573,120 | 0.1% |
| UNPACK_SEQUENCE_LIST | 23,260 | 0.0% |
| POP_TOP | 360 | 0.0% |


</details>

### BEFORE_WITH

<details>
<summary> Successors and predecessors for BEFORE_WITH </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_ATTR_INSTANCE_VALUE | 7,962,668 | 90.0% |
| LOAD_GLOBAL_MODULE | 270,079 | 3.1% |
| CALL | 232,362 | 2.6% |
| LOAD_FAST | 157,020 | 1.8% |
| LOAD_ATTR_WITH_HINT | 131,120 | 1.5% |

|Successors | Count | Percentage | 
|---|---:|---:|
| POP_TOP | 8,615,271 | 97.4% |
| STORE_FAST | 231,771 | 2.6% |
| UNPACK_SEQUENCE_TWO_TUPLE | 1,680 | 0.0% |


</details>

### BINARY_OP_INPLACE_ADD_UNICODE

<details>
<summary> Successors and predecessors for BINARY_OP_INPLACE_ADD_UNICODE </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST_LOAD_FAST | 3,011,880 | 48.3% |
| ENTER_EXECUTOR | 1,458,300 | 23.4% |
| BINARY_SLICE | 589,560 | 9.5% |
| RETURN_VALUE | 532,380 | 8.5% |
| BINARY_OP_ADD_UNICODE | 236,620 | 3.8% |

|Successors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST | 5,869,920 | 94.1% |
| ENTER_EXECUTOR | 235,840 | 3.8% |
| LOAD_CONST | 60,360 | 1.0% |
| LOAD_FAST_LOAD_FAST | 51,600 | 0.8% |
| LOAD_GLOBAL_MODULE | 10,240 | 0.2% |


</details>

### END_SEND

<details>
<summary> Successors and predecessors for END_SEND </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| SEND | 115,619,921 | 39.7% |
| RETURN_VALUE | 104,888,931 | 36.0% |
| RETURN_CONST | 70,875,373 | 24.3% |
| JUMP_BACKWARD_NO_INTERRUPT | 173 | 0.0% |
| SEND_GEN | 120 | 0.0% |

|Successors | Count | Percentage | 
|---|---:|---:|
| POP_TOP | 114,479,731 | 39.3% |
| STORE_FAST | 100,081,171 | 34.3% |
| BINARY_OP_ADD_INT | 29,134,080 | 10.0% |
| LOAD_GLOBAL_MODULE | 29,134,080 | 10.0% |
| LOAD_FAST | 12,863,520 | 4.4% |


</details>

### FORMAT_SIMPLE

<details>
<summary> Successors and predecessors for FORMAT_SIMPLE </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| CONVERT_VALUE | 68,980,207 | 86.8% |
| LOAD_FAST | 5,206,570 | 6.5% |
| LOAD_ATTR_MODULE | 2,040,000 | 2.6% |
| LOAD_ATTR_NONDESCRIPTOR_WITH_VALUES | 1,423,980 | 1.8% |
| LOAD_ATTR_SLOT | 831,600 | 1.0% |

|Successors | Count | Percentage | 
|---|---:|---:|
| LOAD_CONST | 38,988,929 | 49.0% |
| BUILD_STRING | 33,211,118 | 41.8% |
| LOAD_FAST | 7,292,067 | 9.2% |
| LOAD_GLOBAL_MODULE | 8,820 | 0.0% |


</details>

### GET_YIELD_FROM_ITER

<details>
<summary> Successors and predecessors for GET_YIELD_FROM_ITER </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_ATTR_INSTANCE_VALUE | 24,000,300 | 88.5% |
| RETURN_GENERATOR | 3,089,761 | 11.4% |
| LOAD_FAST | 14,160 | 0.1% |
| LOAD_ATTR_SLOT | 1,320 | 0.0% |

|Successors | Count | Percentage | 
|---|---:|---:|
| LOAD_CONST | 27,105,541 | 100.0% |


</details>

### LOAD_BUILD_CLASS

<details>
<summary> Successors and predecessors for LOAD_BUILD_CLASS </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| STORE_DEREF | 1,200 | 90.9% |
| RESUME_CHECK | 120 | 9.1% |

|Successors | Count | Percentage | 
|---|---:|---:|
| PUSH_NULL | 1,320 | 100.0% |


</details>

### LOAD_LOCALS

<details>
<summary> Successors and predecessors for LOAD_LOCALS </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| STORE_NAME | 1,200 | 87.0% |
| PUSH_NULL | 180 | 13.0% |

|Successors | Count | Percentage | 
|---|---:|---:|
| LOAD_FROM_DICT_OR_DEREF | 1,380 | 100.0% |


</details>

### BUILD_STRING

<details>
<summary> Successors and predecessors for BUILD_STRING </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| FORMAT_SIMPLE | 33,211,118 | 84.0% |
| LOAD_CONST | 6,315,600 | 16.0% |

|Successors | Count | Percentage | 
|---|---:|---:|
| CALL_BUILTIN_O | 19,276,800 | 48.8% |
| CALL | 11,582,975 | 29.3% |
| STORE_FAST | 4,045,697 | 10.2% |
| BINARY_OP_ADD_UNICODE | 2,010,960 | 5.1% |
| CALL_LIST_APPEND | 1,398,120 | 3.5% |


</details>

### CONVERT_VALUE

<details>
<summary> Successors and predecessors for CONVERT_VALUE </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST | 51,577,740 | 74.8% |
| LOAD_ATTR | 11,580,661 | 16.8% |
| CALL_METHOD_DESCRIPTOR_O | 2,010,960 | 2.9% |
| RETURN_VALUE | 1,416,480 | 2.1% |
| BINARY_SUBSCR_DICT | 1,307,100 | 1.9% |

|Successors | Count | Percentage | 
|---|---:|---:|
| FORMAT_SIMPLE | 68,980,207 | 100.0% |


</details>

### DELETE_ATTR

<details>
<summary> Successors and predecessors for DELETE_ATTR </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST | 140,598 | 99.3% |
| LOAD_GLOBAL_MODULE | 960 | 0.7% |
| LOAD_DEREF | 60 | 0.0% |

|Successors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST | 90,372 | 63.8% |
| RETURN_CONST | 44,761 | 31.6% |
| NOP | 3,785 | 2.7% |
| LOAD_GLOBAL_MODULE | 1,440 | 1.0% |
| PUSH_EXC_INFO | 1,200 | 0.8% |


</details>

### DICT_MERGE

<details>
<summary> Successors and predecessors for DICT_MERGE </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST | 13,615,649 | 94.6% |
| RETURN_VALUE | 376,680 | 2.6% |
| LOAD_ATTR_INSTANCE_VALUE | 242,294 | 1.7% |
| LOAD_DEREF | 92,474 | 0.6% |
| BUILD_CONST_KEY_MAP | 24,000 | 0.2% |

|Successors | Count | Percentage | 
|---|---:|---:|
| CALL_FUNCTION_EX | 14,398,148 | 100.0% |


</details>

### JUMP_BACKWARD_NO_INTERRUPT

<details>
<summary> Successors and predecessors for JUMP_BACKWARD_NO_INTERRUPT </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| RESUME_CHECK | 437,317,049 | 99.0% |
| END_ASYNC_FOR | 3,932,100 | 0.9% |
| POP_EXCEPT | 367,625 | 0.1% |
| EXTENDED_ARG | 162,266 | 0.0% |
| DELETE_FAST | 420 | 0.0% |

|Successors | Count | Percentage | 
|---|---:|---:|
| SEND_GEN | 417,056,544 | 94.4% |
| SEND | 20,260,521 | 4.6% |
| LOAD_FAST | 4,334,095 | 1.0% |
| LOAD_GLOBAL_MODULE | 69,180 | 0.0% |
| LOAD_CONST | 37,176 | 0.0% |


</details>

### LOAD_FROM_DICT_OR_DEREF

<details>
<summary> Successors and predecessors for LOAD_FROM_DICT_OR_DEREF </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_LOCALS | 1,380 | 100.0% |

|Successors | Count | Percentage | 
|---|---:|---:|
| LOAD_ATTR | 1,200 | 87.0% |
| LOAD_CONST | 180 | 13.0% |


</details>

### LOAD_NAME

<details>
<summary> Successors and predecessors for LOAD_NAME </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| PUSH_NULL | 5,041,080 | 56.0% |
| RESUME_CHECK | 3,961,320 | 44.0% |
| RESUME | 360 | 0.0% |
| STORE_NAME | 240 | 0.0% |

|Successors | Count | Percentage | 
|---|---:|---:|
| PUSH_NULL | 4,680,900 | 52.0% |
| LOAD_CONST | 4,320,720 | 48.0% |
| STORE_NAME | 1,320 | 0.0% |
| UNPACK_SEQUENCE_TUPLE | 40 | 0.0% |
| UNPACK_SEQUENCE | 20 | 0.0% |


</details>

### STORE_NAME

<details>
<summary> Successors and predecessors for STORE_NAME </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| SET_FUNCTION_ATTRIBUTE | 2,520 | 36.8% |
| LOAD_CONST | 1,320 | 19.3% |
| LOAD_NAME | 1,320 | 19.3% |
| LOAD_ATTR | 1,200 | 17.5% |
| CALL_BUILTIN_FAST | 180 | 2.6% |

|Successors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST | 2,520 | 36.8% |
| LOAD_CONST | 1,440 | 21.1% |
| RETURN_CONST | 1,320 | 19.3% |
| LOAD_LOCALS | 1,200 | 17.5% |
| LOAD_NAME | 240 | 3.5% |


</details>

### BINARY_OP_ADD_UNICODE

<details>
<summary> Successors and predecessors for BINARY_OP_ADD_UNICODE </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST | 35,982,400 | 48.4% |
| BINARY_SLICE | 15,235,740 | 20.5% |
| LOAD_CONST | 10,749,900 | 14.4% |
| CALL_STR_1 | 4,802,260 | 6.5% |
| LOAD_ATTR_NONDESCRIPTOR_WITH_VALUES | 2,462,281 | 3.3% |

|Successors | Count | Percentage | 
|---|---:|---:|
| CALL_BUILTIN_O | 19,572,000 | 26.3% |
| BUILD_TUPLE | 15,130,440 | 20.3% |
| LOAD_FAST | 14,238,960 | 19.1% |
| LOAD_CONST | 10,512,780 | 14.1% |
| STORE_FAST | 6,228,000 | 8.4% |


</details>

### BINARY_SUBSCR_STR_INT

<details>
<summary> Successors and predecessors for BINARY_SUBSCR_STR_INT </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST_LOAD_FAST | 308,022,180 | 86.1% |
| BINARY_OP_SUBTRACT_INT | 15,711,480 | 4.4% |
| LOAD_ATTR_SLOT | 15,451,860 | 4.3% |
| LOAD_FAST | 8,727,440 | 2.4% |
| LOAD_CONST | 4,167,200 | 1.2% |

|Successors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST | 181,107,060 | 50.6% |
| STORE_FAST | 168,286,580 | 47.1% |
| LOAD_CONST | 3,787,200 | 1.1% |
| RETURN_VALUE | 3,680,400 | 1.0% |
| BINARY_OP_INPLACE_ADD_UNICODE | 217,140 | 0.1% |


</details>

### CALL_STR_1

<details>
<summary> Successors and predecessors for CALL_STR_1 </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST | 22,922,291 | 71.4% |
| RETURN_VALUE | 6,527,780 | 20.3% |
| LOAD_ATTR_INSTANCE_VALUE | 2,459,341 | 7.7% |
| CALL_TYPE_1 | 66,000 | 0.2% |
| CALL_TUPLE_1 | 66,000 | 0.2% |

|Successors | Count | Percentage | 
|---|---:|---:|
| STORE_FAST | 10,278,132 | 32.0% |
| YIELD_VALUE | 7,682,400 | 23.9% |
| BINARY_OP_ADD_UNICODE | 4,802,260 | 15.0% |
| RETURN_VALUE | 4,446,421 | 13.8% |
| LOAD_FAST | 2,415,900 | 7.5% |


</details>

### LOAD_SUPER_ATTR_ATTR

<details>
<summary> Successors and predecessors for LOAD_SUPER_ATTR_ATTR </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST | 2,704,300 | 100.0% |
| LOAD_SUPER_ATTR | 160 | 0.0% |
| EXTENDED_ARG | 120 | 0.0% |
| LOAD_GLOBAL_MODULE | 120 | 0.0% |
| LOAD_DEREF | 40 | 0.0% |

|Successors | Count | Percentage | 
|---|---:|---:|
| PUSH_NULL | 2,638,380 | 97.5% |
| LOAD_GLOBAL_MODULE | 66,240 | 2.4% |
| LOAD_ATTR_METHOD_NO_DICT | 120 | 0.0% |


</details>

### SEND_GEN

<details>
<summary> Successors and predecessors for SEND_GEN </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| JUMP_BACKWARD_NO_INTERRUPT | 417,056,544 | 70.4% |
| LOAD_CONST | 175,773,071 | 29.6% |
| SEND | 886 | 0.0% |

|Successors | Count | Percentage | 
|---|---:|---:|
| RESUME_CHECK | 417,056,479 | 70.4% |
| POP_TOP | 175,773,831 | 29.6% |
| END_SEND | 120 | 0.0% |
| YIELD_VALUE | 60 | 0.0% |
| RESUME | 11 | 0.0% |


</details>

### TO_BOOL_STR

<details>
<summary> Successors and predecessors for TO_BOOL_STR </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST | 36,765,617 | 64.7% |
| LOAD_ATTR_SLOT | 10,165,620 | 17.9% |
| CALL_METHOD_DESCRIPTOR_FAST | 2,943,480 | 5.2% |
| LOAD_GLOBAL_MODULE | 2,459,401 | 4.3% |
| CALL | 1,684,500 | 3.0% |

|Successors | Count | Percentage | 
|---|---:|---:|
| POP_JUMP_IF_TRUE | 30,520,946 | 53.7% |
| POP_JUMP_IF_FALSE | 26,162,778 | 46.0% |
| UNARY_NOT | 92,400 | 0.2% |
| TO_BOOL_NONE | 33,380 | 0.1% |
| TO_BOOL | 12,000 | 0.0% |


</details>

### UNARY_INVERT

<details>
<summary> Successors and predecessors for UNARY_INVERT </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| BINARY_OP | 9,768,369 | 93.7% |
| LOAD_ATTR_MODULE | 292,320 | 2.8% |
| LOAD_ATTR_NONDESCRIPTOR_WITH_VALUES | 236,566 | 2.3% |
| LOAD_FAST | 122,100 | 1.2% |
| LOAD_FAST_LOAD_FAST | 5,880 | 0.1% |

|Successors | Count | Percentage | 
|---|---:|---:|
| BINARY_OP | 10,425,235 | 100.0% |


</details>

### UNARY_NOT

<details>
<summary> Successors and predecessors for UNARY_NOT </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| TO_BOOL_BOOL | 29,470,056 | 96.2% |
| TO_BOOL_LIST | 747,000 | 2.4% |
| TO_BOOL_INT | 306,600 | 1.0% |
| TO_BOOL_STR | 92,400 | 0.3% |
| TO_BOOL_ALWAYS_TRUE | 20,920 | 0.1% |

|Successors | Count | Percentage | 
|---|---:|---:|
| COPY | 19,975,742 | 65.2% |
| RETURN_VALUE | 9,585,514 | 31.3% |
| CALL_PY_EXACT_ARGS | 747,000 | 2.4% |
| LOAD_FAST | 218,640 | 0.7% |
| STORE_FAST | 115,021 | 0.4% |


</details>

### GET_AWAITABLE

<details>
<summary> Successors and predecessors for GET_AWAITABLE </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| RETURN_GENERATOR | 138,477,836 | 81.4% |
| LOAD_FAST | 12,971,760 | 7.6% |
| BEFORE_ASYNC_WITH | 5,053,740 | 3.0% |
| CALL_BOUND_METHOD_EXACT_ARGS | 5,053,620 | 3.0% |
| RETURN_VALUE | 4,793,873 | 2.8% |

|Successors | Count | Percentage | 
|---|---:|---:|
| LOAD_CONST | 170,152,410 | 100.0% |


</details>

### IMPORT_NAME

<details>
<summary> Successors and predecessors for IMPORT_NAME </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_CONST | 767,722 | 100.0% |

|Successors | Count | Percentage | 
|---|---:|---:|
| STORE_FAST | 578,242 | 75.3% |
| IMPORT_FROM | 189,480 | 24.7% |


</details>

### RAISE_VARARGS

<details>
<summary> Successors and predecessors for RAISE_VARARGS </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| CALL | 2,887,307 | 70.6% |
| LOAD_ATTR_MODULE | 583,740 | 14.3% |
| LOAD_GLOBAL_BUILTIN | 543,240 | 13.3% |
| POP_JUMP_IF_FALSE | 32,160 | 0.8% |
| LOAD_CONST | 21,600 | 0.5% |

|Successors | Count | Percentage | 
|---|---:|---:|
| PUSH_EXC_INFO | 3,645,280 | 89.2% |
| COPY | 440,820 | 10.8% |
| LOAD_CONST | 293 | 0.0% |
| CALL_INTRINSIC_1 | 7 | 0.0% |


</details>

### RERAISE

<details>
<summary> Successors and predecessors for RERAISE </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| POP_EXCEPT | 1,101,422 | 62.4% |
| POP_TOP | 387,060 | 21.9% |
| POP_JUMP_IF_TRUE | 141,120 | 8.0% |
| POP_JUMP_IF_FALSE | 123,428 | 7.0% |
| CALL_INTRINSIC_1 | 10,688 | 0.6% |

|Successors | Count | Percentage | 
|---|---:|---:|
| PUSH_EXC_INFO | 960,067 | 59.2% |
| COPY | 651,962 | 40.2% |
| CALL_INTRINSIC_1 | 10,201 | 0.6% |


</details>

### BINARY_SUBSCR_GETITEM

<details>
<summary> Successors and predecessors for BINARY_SUBSCR_GETITEM </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST_LOAD_FAST | 42,952,860 | 39.5% |
| ENTER_EXECUTOR | 32,224,380 | 29.6% |
| BUILD_TUPLE | 23,049,900 | 21.2% |
| LOAD_CONST | 5,452,280 | 5.0% |
| LOAD_ATTR_INSTANCE_VALUE | 3,355,060 | 3.1% |

|Successors | Count | Percentage | 
|---|---:|---:|
| RESUME_CHECK | 108,631,957 | 99.8% |
| COPY_FREE_VARS | 198,000 | 0.2% |
| LOAD_ATTR_METHOD_NO_DICT | 5,700 | 0.0% |
| LOAD_FAST | 1,920 | 0.0% |
| CONTAINS_OP | 1,020 | 0.0% |


</details>

### LOAD_ATTR_CLASS

<details>
<summary> Successors and predecessors for LOAD_ATTR_CLASS </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_GLOBAL_MODULE | 115,954,020 | 85.0% |
| LOAD_GLOBAL_BUILTIN | 19,077,566 | 14.0% |
| ENTER_EXECUTOR | 536,880 | 0.4% |
| LOAD_ATTR_MODULE | 449,683 | 0.3% |
| LOAD_FAST | 201,220 | 0.1% |

|Successors | Count | Percentage | 
|---|---:|---:|
| COMPARE_OP_INT | 55,706,578 | 40.9% |
| LOAD_FAST | 25,938,317 | 19.0% |
| CALL_PY_EXACT_ARGS | 21,814,885 | 16.0% |
| LOAD_FAST_LOAD_FAST | 19,231,246 | 14.1% |
| PUSH_NULL | 8,283,480 | 6.1% |


</details>

### DELETE_SUBSCR

<details>
<summary> Successors and predecessors for DELETE_SUBSCR </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST_LOAD_FAST | 73,190,886 | 90.5% |
| LOAD_CONST | 5,483,520 | 6.8% |
| LOAD_FAST | 1,032,873 | 1.3% |
| BUILD_SLICE | 1,021,369 | 1.3% |
| LOAD_ATTR_SLOT | 66,060 | 0.1% |

|Successors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST | 55,191,131 | 68.3% |
| LOAD_CONST | 18,212,892 | 22.5% |
| JUMP_FORWARD | 5,280,960 | 6.5% |
| ENTER_EXECUTOR | 1,048,740 | 1.3% |
| RETURN_CONST | 546,964 | 0.7% |


</details>

### END_FOR

<details>
<summary> Successors and predecessors for END_FOR </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| RETURN_CONST | 57,133,127 | 100.0% |

|Successors | Count | Percentage | 
|---|---:|---:|
| POP_TOP | 57,133,127 | 100.0% |


</details>

### BUILD_CONST_KEY_MAP

<details>
<summary> Successors and predecessors for BUILD_CONST_KEY_MAP </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_CONST | 9,607,856 | 100.0% |

|Successors | Count | Percentage | 
|---|---:|---:|
| RETURN_VALUE | 4,101,632 | 42.7% |
| LOAD_FAST | 2,581,706 | 26.9% |
| LOAD_FAST_LOAD_FAST | 1,704,180 | 17.7% |
| STORE_FAST | 476,132 | 5.0% |
| CALL_METHOD_DESCRIPTOR_O | 383,280 | 4.0% |


</details>

### BUILD_SLICE

<details>
<summary> Successors and predecessors for BUILD_SLICE </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_CONST | 18,947,342 | 95.8% |
| LOAD_FAST | 784,547 | 4.0% |
| LOAD_ATTR_INSTANCE_VALUE | 54,000 | 0.3% |
| BINARY_OP_ADD_INT | 1,420 | 0.0% |

|Successors | Count | Percentage | 
|---|---:|---:|
| BINARY_SUBSCR | 18,765,940 | 94.8% |
| DELETE_SUBSCR | 1,021,369 | 5.2% |


</details>

### IMPORT_FROM

<details>
<summary> Successors and predecessors for IMPORT_FROM </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| IMPORT_NAME | 189,480 | 99.7% |
| STORE_FAST | 660 | 0.3% |

|Successors | Count | Percentage | 
|---|---:|---:|
| STORE_FAST | 190,020 | 99.9% |
| PUSH_EXC_INFO | 120 | 0.1% |


</details>

### CALL_TUPLE_1

<details>
<summary> Successors and predecessors for CALL_TUPLE_1 </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| RETURN_GENERATOR | 5,520,680 | 76.2% |
| CALL | 824,380 | 11.4% |
| LOAD_FAST | 514,140 | 7.1% |
| RETURN_VALUE | 163,260 | 2.3% |
| CALL_BUILTIN_CLASS | 66,640 | 0.9% |

|Successors | Count | Percentage | 
|---|---:|---:|
| BUILD_TUPLE | 2,493,660 | 34.4% |
| YIELD_VALUE | 2,419,200 | 33.4% |
| STORE_FAST | 1,151,520 | 15.9% |
| RETURN_VALUE | 564,060 | 7.8% |
| CALL_BUILTIN_FAST_WITH_KEYWORDS | 167,940 | 2.3% |


</details>

### FOR_ITER_GEN

<details>
<summary> Successors and predecessors for FOR_ITER_GEN </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| JUMP_BACKWARD | 86,681,742 | 51.1% |
| GET_ITER | 56,752,920 | 33.5% |
| EXTENDED_ARG | 26,083,980 | 15.4% |
| LOAD_FAST | 42,360 | 0.0% |
| SWAP | 925 | 0.0% |

|Successors | Count | Percentage | 
|---|---:|---:|
| RESUME_CHECK | 112,395,282 | 66.3% |
| POP_TOP | 57,164,805 | 33.7% |
| UNPACK_SEQUENCE_TUPLE | 720 | 0.0% |
| RETURN_CONST | 420 | 0.0% |
| LOAD_FAST | 360 | 0.0% |


</details>

### LOAD_ATTR_NONDESCRIPTOR_NO_DICT

<details>
<summary> Successors and predecessors for LOAD_ATTR_NONDESCRIPTOR_NO_DICT </summary>

|Predecessors | Count | Percentage | 
|---|---:|---:|
| LOAD_FAST | 23,025,160 | 83.1% |
| LOAD_FAST_LOAD_FAST | 4,674,880 | 16.9% |
| LOAD_ATTR | 120 | 0.0% |

|Successors | Count | Percentage | 
|---|---:|---:|
| LOAD_ATTR_METHOD_NO_DICT | 12,085,720 | 43.6% |
| CONTAINS_OP | 6,259,020 | 22.6% |
